-1.00000000e+02  1.57000000e-02
-5.00000000e+01  2.00000000e-02
-2.00000000e+01  2.24000000e-02
 0.00000000e+00  2.41000000e-02
 2.00000000e+01  2.57000000e-02
 4.00000000e+01  2.72000000e-02
 6.00000000e+01  2.87000000e-02
 8.00000000e+01  3.02000000e-02
 1.00000000e+02  3.16000000e-02
 1.20000000e+02  3.31000000e-02
 1.40000000e+02  3.45000000e-02
 1.60000000e+02  3.59000000e-02
 1.80000000e+02  3.72000000e-02
 2.00000000e+02  3.86000000e-02
 2.50000000e+02  4.18000000e-02
 3.00000000e+02  4.49000000e-02
 3.50000000e+02  4.79000000e-02
 4.00000000e+02  5.08000000e-02
 5.00000000e+02  5.62000000e-02
 6.00000000e+02  6.13000000e-02
 8.00000000e+02  7.09000000e-02
 1.00000000e+03  8.02000000e-02
 1.20000000e+03  8.91000000e-02
 1.40000000e+03  9.70000000e-02
 1.60000000e+03  1.04700000e-01
